chain,category,item_name,calories,protein_g,carbs_g,fat_g,serving_size,serving_g,sodium_mg,fiber_g,sugar_g,sat_fat_g,trans_fat_g,cholesterol_mg,is_sample_data,source_note,calories_from_fat,caffeine_mg
Panera Bread,Drinks,Caffe Latte - 16 fl oz,130,8,12,5,16 fl oz (473mL),,110,0,11,3,0,20,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",45,126
Panera Bread,Drinks,Caffe Latte - 20 fl oz,160,10,15,6,20 fl oz (591mL),,135,0,14,4,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",60,126
Panera Bread,Drinks,Caffeine Free Diet Pepsi - 20 fl oz,0,0,0,0,20 fl oz (591 mL),,100,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Caffeine Free Diet Pepsi - 30 fl oz,0,0,0,0,30 fl oz (887 mL),,140,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Canada Dry Ginger Ale - 20 fl oz,230,0,60,0,20 fl oz (591 mL),,85,0,59,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Canada Dry Ginger Ale - 30 fl oz,340,0,90,0,30 fl oz (887 mL),,125,0,89,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Cappuccino - 16 fl oz,130,8,12,5,16 fl oz (473mL),,110,0,11,3,0,20,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",45,126
Panera Bread,Drinks,Cappuccino - 20 fl oz,160,10,15,6,20 fl oz (591mL),,135,0,14,4,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",60,126
Panera Bread,Drinks,Caramel Latte - 16 fl oz,320,9,50,9,16 fl oz (473 mL),,250,0,44,6,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",80,126
Panera Bread,Drinks,Caramel Latte - 20 fl oz,400,11,64,10,20 fl oz (591mL),,320,0,56,7,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,126
Panera Bread,Drinks,Chai Tea Latte - 20 fl oz,280,12,42,7,20 fl oz (591 mL),,160,0,40,4.5,0,30,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",70,12
Panera Bread,Drinks,Chai Tea Latte - 16 fl oz,230,10,33,6,16 fl oz (473 mL),,130,0,32,4,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",50,9
Panera Bread,Drinks,Cherry Lime Fresca - 20 fl oz with ice,180,0,43,0,20 fl oz (591 mL),,15,0,42,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Cherry Lime Fresca - 30 fl oz with ice,280,0,69,0,30 fl oz (887 mL),,25,0,67,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Cherry Lime Fresca - Serves 4 - Group,960,2,237,0,1 Container,,70,1,231,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Cherry Lime Fresca - Serves 8 - Group,1930,3,473,0,2 Containers,,140,3,462,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",5,0
Panera Bread,Drinks,Blue Packet Sweetener,5,0,1,0,1 Packet,,0,0,1,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Half & Half - 1 fl oz,40,1,1,3.5,1 fl oz,,10,0,0,2,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",30,0
Panera Bread,Drinks,Pink Packet Sweetener,5,0,1,0,1 Packet,,0,0,1,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Sugar,10,0,3,0,1 packet,,0,0,3,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Turbinado Cane Sugar Packet,20,0,4,0,1 Packet,,0,0,4,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Yellow Packet Sweetener,5,0,1,0,1 Packet,,0,0,1,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,1 pump of Cane Sugar Syrup,20,0,5,0,1 pump,,0,0,5,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Coke - 20 fl oz,240,0,67,0,20 fl oz (591 mL),,65,0,67,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,63
Panera Bread,Drinks,Coke - 30 fl oz,370,0,100,0,30 fl oz (887 mL),,95,0,100,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,94
Panera Bread,Drinks,Coke 20 fl oz Bottle,250,0,68,0,20 fl oz bottle (591 mL),,80,0,68,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,59
Panera Bread,Drinks,Coke Zero - 20 fl oz,0,0,0,0,20 fl oz (591 mL),,65,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,59
Panera Bread,Drinks,Coke Zero - 20 fl oz bottle,0,0,0,0,20 fl oz bottle (591 mL),,70,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,59
Panera Bread,Drinks,Coke Zero - 30 fl oz,0,0,0,0,30 fl oz (887 mL),,100,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,89
Panera Bread,Drinks,Dasani Lemon - 12 fl oz can,0,0,0,0,12 fl oz can (355 mL),,35,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Dasani Lime - 12 fl oz can,0,0,0,0,12 oz can (355 mL),,35,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Decaf Coffee - Group,15,4,0,0,1 Container,,70,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,36
Panera Bread,Drinks,Decaf Coffee - 16 fl oz,0,0,0,0,16 fl oz (473 mL),,10,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,5
Panera Bread,Drinks,Decaf Coffee - 20 fl oz,0,1,0,0,20 fl oz (591 mL),,10,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,6
Panera Bread,Drinks,Diet Coke - 20 fl oz,0,0,0,0,20 fl oz (591 mL),,80,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,76
Panera Bread,Drinks,Diet Coke - 30 fl oz,0,0,0,0,30 fl oz (887 mL),,120,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,114
Panera Bread,Drinks,20 oz Diet Coke Bottle,0,0,0,0,20 fl oz bottle (591 mL),,70,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,76
Panera Bread,Drinks,Diet Dr. Pepper - 20 fl oz,0,0,0,0,20 fl oz (591 mL),,120,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,68
Panera Bread,Drinks,Diet Dr. Pepper - 30 fl oz,0,0,0,0,30 fl oz (887 mL),,180,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,102
Panera Bread,Drinks,Diet Mountain Dew - 20 fl oz,10,0,1,0,20 fl oz (591 mL),,90,0,1,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,91
Panera Bread,Drinks,Diet Mountain Dew - 30 fl oz,10,0,1,0,30 fl oz (887 mL),,140,0,1,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,137
Panera Bread,Drinks,Diet Mountain Dew - 12 fl oz can,0,0,0,0,12 fl oz Can (355 mL),,50,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,54
Panera Bread,Drinks,Diet Pepsi - 12 fl oz can,0,0,0,0,12 fl oz can (355 mL),,40,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,38
Panera Bread,Drinks,Diet Pepsi - 20 fl oz,0,0,0,0,20 fl oz (591 mL),,100,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,58
Panera Bread,Drinks,Diet Pepsi - 20 fl oz bottle,0,0,0,0,20 fl oz bottle (591 mL),,60,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,59
Panera Bread,Drinks,Diet Pepsi - 30 fl oz,0,0,0,0,30 fl oz (887 mL),,140,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,84
Panera Bread,Drinks,Dr Pepper - 20 fl oz bottle,250,0,66,0,20 fl oz bottle (591 mL),,100,0,64,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,68
Panera Bread,Drinks,Dr. Pepper - 20 fl oz,240,0,65,0,20 fl oz (591 mL),,75,0,64,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,68
Panera Bread,Drinks,Dr. Pepper - 30 fl oz,360,0,98,0,30 fl oz (887 mL),,110,0,96,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,102
Panera Bread,Drinks,Dragonfruit Sunset Energy Refresher - Naturally Flavored - 20 fl oz with ice,150,0,35,0,20 fl oz (591 mL),,25,1,33,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,28
Panera Bread,Drinks,Dragonfruit Sunset Energy Refresher - Naturally Flavored - 30 fl oz with ice,220,1,51,0,30 fl oz (887 mL),,35,1,48,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,42
Panera Bread,Drinks,Drive Thru - Agave Lemonade - 20 fl oz with Ice,130,0,32,0,20 fl oz (591 mL),,10,0,29,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Agave Lemonade - 30 fl oz with Ice,190,0,48,0,30 fl oz (887 mL),,15,0,44,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Blueberry Lavender Lemonade - Naturally Flavored - 20 fl oz with ice,150,0,37,0,20 fl oz (591 mL),,30,0,34,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Blueberry Lavender Lemonade - Naturally Flavored - 30 fl oz with ice,210,0,53,0,30 fl oz (887 mL),,45,0,48,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Caffeine Free Diet Pepsi - 20 fl oz with Ice,0,0,0,0,20 fl oz (591 mL),,65,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Caffeine Free Diet Pepsi - 30 fl oz with Ice,0,0,0,0,30 fl oz (887 mL),,90,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Canada Dry Ginger Ale - 20 fl oz with Ice,140,0,38,0,20 fl oz (591 mL),,50,0,37,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Canada Dry Ginger Ale - 30 fl oz with Ice,210,0,57,0,30 fl oz (887 mL),,80,0,56,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Coke - 20 fl oz with Ice,150,0,42,0,20 fl oz (591 mL),,40,0,42,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,37
Panera Bread,Drinks,Drive Thru - Coke - 30 fl oz with Ice,230,0,63,0,30 fl oz (887 mL),,60,0,63,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,56
Panera Bread,Drinks,Drive Thru - Coke Zero - 20 fl oz with Ice,0,0,0,0,20 fl oz (591 mL),,40,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,37
Panera Bread,Drinks,Drive Thru - Coke Zero - 30 fl oz with Ice,0,0,0,0,30 fl oz (887 mL),,65,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,56
Panera Bread,Drinks,Drive Thru - Diet Coke - 20 fl oz with Ice,0,0,0,0,20 fl oz (591 mL),,50,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,50
Panera Bread,Drinks,Drive Thru - Diet Coke - 30 fl oz with Ice,0,0,0,0,30 fl oz (887 mL),,75,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,74
Panera Bread,Drinks,Drive Thru - Diet Dr. Pepper - 20 fl oz with Ice,0,0,0,0,20 fl oz (591 mL),,75,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,43
Panera Bread,Drinks,Drive Thru - Diet Dr. Pepper - 30 fl oz with Ice,0,0,0,0,30 fl oz (887 mL),,110,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,64
Panera Bread,Drinks,Drive Thru - Diet Mountain Dew - 20 fl oz with Ice,0,0,1,0,20 fl oz (591 mL),,60,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,57
Panera Bread,Drinks,Drive Thru - Diet Mountain Dew - 30 fl oz with Ice,5,0,1,0,30 fl oz (887 mL),,85,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,85
Panera Bread,Drinks,Drive Thru - Diet Pepsi - 20 fl oz with Ice,0,0,0,0,20 fl oz (591 mL),,65,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,37
Panera Bread,Drinks,Drive Thru - Diet Pepsi - 30 fl oz with Ice,0,0,0,0,30 fl oz (887 mL),,90,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,53
Panera Bread,Drinks,Drive Thru - Dr. Pepper - 20 fl oz with Ice,150,0,41,0,20 fl oz (591 mL),,45,0,40,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,43
Panera Bread,Drinks,Drive Thru - Dr. Pepper - 30 fl oz with Ice,220,0,61,0,30 fl oz (887 mL),,70,0,60,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,64
Panera Bread,Drinks,Drive Thru - Fanta Orange - 20 fl oz with Ice,160,0,42,0,20 fl oz (591 mL),,40,0,42,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Fanta Orange - 30 fl oz with Ice,230,0,63,0,30 fl oz (887 mL),,65,0,63,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Lipton Brisk Raspberry Tea - 20 fl oz with Ice,70,0,19,0,20 fl oz (591 mL),,50,0,19,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,7
Panera Bread,Drinks,Drive Thru - Lipton Brisk Raspberry Tea - 30 fl oz with Ice,110,0,28,0,30 fl oz (887 mL),,75,0,28,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,11
Panera Bread,Drinks,Drive Thru - Mountain Dew - 20 fl oz with Ice,180,0,46,0,20 fl oz (591 mL),,55,0,46,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,54
Panera Bread,Drinks,Drive Thru - Mountain Dew - 30 fl oz with Ice,260,0,69,0,30 fl oz (887 mL),,80,0,69,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,80
Panera Bread,Drinks,Drive Thru - Mug Root Beer - 20 fl oz with Ice,150,0,40,0,20 fl oz (591 mL),,60,0,40,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Mug Root Beer - 30 fl oz with Ice,230,0,60,0,30 fl oz (887 mL),,90,0,59,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Passion Papaya Naturally Flavored Iced Green Tea - 20 fl oz with Ice,80,0,21,0,20 fl oz (591 mL),,20,0,21,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Passion Papaya Naturally Flavored Iced Green Tea - 30 fl oz with,120,0,29,0,30 fl oz (887 mL),,30,0,29,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Ice Drive Thru - Pepsi - 20 fl oz with Ice,160,0,43,0,20 fl oz (591 mL),,35,0,43,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,39
Panera Bread,Drinks,Drive Thru - Pepsi - 30 fl oz with Ice,240,0,65,0,30 fl oz (887 mL),,50,0,64,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,59
Panera Bread,Drinks,Drive Thru - Pepsi Zero - 20 fl oz with Ice,0,0,0,0,20 fl oz (591 mL),,40,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,37
Panera Bread,Drinks,Drive Thru - Pibb Xtra - 20 fl oz with Ice,150,0,39,0,20 fl oz (591 mL),,55,0,39,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,43
Panera Bread,Drinks,Drive Thru - Pibb Xtra - 30 fl oz with Ice,230,0,58,0,30 fl oz (887 mL),,85,0,58,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,74
Panera Bread,Drinks,Drive Thru - Pomegranate Hibiscus Herbal Tea Infusion - Naturally Flavored - 20 fl oz with ice,10,0,2,0,20 fl oz (591 mL),,10,0,1,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Pomegranate Hibiscus Herbal Tea Infusion - Naturally Flavored - 30 fl oz with ice,10,0,3,0,30 fl oz (887 mL),,15,0,1,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Powerade Mountain Blast - 20 fl oz with Ice,90,0,23,0,20 fl oz (591 mL),,120,0,23,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Powerade Mountain Blast - 30 Fl oz with Ice,130,0,35,0,30 fl oz (887 mL),,180,0,34,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - SoBe Life Water Yumberry Pomegranate - 20 fl oz with Ice,0,0,0,0,20 fl oz (591 mL),,50,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - SoBe Life Water Yumberry Pomegranate - 30 fl oz with Ice,0,0,0,0,30 fl oz (887 mL),,75,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Sprite - 20 fl oz with Ice,140,0,38,0,20 fl oz (591 mL),,70,0,38,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Sprite - 30 fl oz with Ice,210,0,57,0,30 fl oz (887 mL),,105,0,57,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Starry Lemon Lime - 20 fl oz with Ice,160,0,43,0,20 fl oz (591 mL),,35,0,43,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Starry Lemon Lime - 30 fl oz with Ice,230,0,61,0,30 fl oz (887 mL),,50,0,61,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Strawberry Basil Lemonade Fresca - 20 fl oz,150,1,36,0,20 fl oz (591 mL),,15,1,32,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Strawberry Basil Lemonade Fresca - 30 fl oz,220,1,55,0,30 fl oz (887 mL),,20,1,49,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",5,0
Panera Bread,Drinks,Drive Thru - Sweet Iced Tea - 20 fl oz with Ice,130,0,34,0,20 fl oz (591 mL),,15,0,32,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,82
Panera Bread,Drinks,Drive Thru - Sweet Tea - 30 fl oz with Ice,190,0,50,0,30 fl oz (887 mL),,25,0,49,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,123
Panera Bread,Drinks,Drive Thru - Tropicana Fruit Punch - 20 fl oz with Ice,190,0,49,0,20 fl oz (591 mL),,35,0,49,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Tropicana Fruit Punch - 30 fl oz with Ice,270,0,71,0,30 fl oz (887 mL),,50,0,70,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Tropicana Lemonade - 20 fl oz with Ice,160,0,42,0,20 fl oz (591 mL),,160,0,41,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Tropicana Lemonade - 30 fl oz with Ice,240,0,62,0,30 fl oz (887 mL),,240,0,62,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Tropicana Light Lemonade - 20 fl oz with Ice,5,0,0,0,20 fl oz (591 mL),,150,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Tropicana Light Lemonade - 30 fl oz with Ice,10,0,0,0,30 fl oz (887 mL),,220,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive Thru - Unsweetened Iced Tea - 20 fl oz with Ice,5,0,1,0,20 fl oz (591 mL),,15,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,75
Panera Bread,Drinks,Drive Thru - Unsweetened Iced Tea - 30 fl oz with Ice,5,0,2,0,30 fl oz (887 mL),,20,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,109
